Produktnummer;Lieferantenproduktnummer;Produktname;Lieferantennummer;Standardlieferant;EK (netto);Mindestabnahme;Abnahmeintervall
100241;TX 15 87D;Thermostat 87 Grad mit Dichtung Golf & Co Diesel und Benziner, T4, OE Ref. 056121113D;70054;yes;7.60;;1
103159;FEB-05283;Sensor für Kühlwasser, Thermoschalter 55/ 65°C M10X1 2-polig weiss Golf &Co OE Ref. 035919369C;70054;yes;3.10;2;1
100324;FEB-09519;Lager für Stabilisator 19 mm vorne Golf 2 &Co OE Ref.191411314;70054;yes;0.50;;2
100800;110-912;Dichtung Hosenrohr zweiflutig GTI Golf 1 & Co OE Ref. 055253115A;70054;yes;1.40;;1
101776;531006310;Spannrolle für Zahnriemen, Golf & Co, Passat 32b, T4 2,0L OE Ref. 026109243E;70054;yes;9.50;1;1
101358;Bosch-0580464126;Benzinpumpe Einspritzer 6,5 BAR mit Schraubanschluss Golf 1 & Co GTI OE Ref. 171906091A;70054;yes;57.50;2;1
102233;FEB-02161;Gewindebuchse für Domlager vorne, Polo, OE Ref. 861412365A;70054;yes;1.50;4;1
100298;5810802;Spiegel von Außen verstellbar mit Dichtung für Rechts OE Ref. 171857502D;70054;yes;6.50;1;1
102314;03.0137-0148.2;Bremsbelagsatz, Hinterachse, T3, OE Ref. 251609531;70054;yes;23.10;2;1
102778;7.21197.60.0;Kraftstoff Druckregler, Cabrio, Golf 2, mit L-Jetronic, OE-Ref. 037133035;70054;yes;42.00;1;1
103144;FEB-08498;Lenkmanschette links, für mechanisches Lenkgetriebe, Golf 1 &Co OE Ref. 171419831B;70054;yes;3.60;1;1
101466;1009050013;Zündschalter bzw. Startschalter Golf 2 &Co ab Bj. 08/1989, T4 Bus OE Ref. 6N0905865;70054;yes;4.00;2;1
101737;13.0460-7033.2;Bremsbelagsatz für Innenbelüftete Scheibenbremse 239mm Golf &Co OE Ref. 191698151B;70054;yes;12.50;1;1
103623;SFK234;TRW Bremsbacken Montagesatz, Golf 1 bis 07/78 ,OE Ref. 171609583;70054;yes;3.41;1;1
103337;802 377;Reparatursatz, Federbeinstützlager hinten, Golf 2 &Co;70054;yes;9.40;2;1
101995;FEB-05282;Thermoschalter für Startautomatik Schaltpunkt 30C Golf &Co und Passat OE Ref. 035919369B;70054;yes;3.60;1;1
103198;AVX10X865;Keilriemen Contitech 10X865mm OE Ref. 023145271A;70054;yes;2.70;1;1
100509;FEB-07554;Einstellscheibe für das Ventilspiel 3,75 mm Stark ab 1,5l Hubraum OE Ref. 056109570;70054;yes;1.20;2;1
101022;03.0137-9035.2;Anbausatz für Bremsbacken hinten T3 79 - 92 außer Syncro 16 OE Ref. 251698545;70054;yes;6.80;1;1
100940;FEB-05136;O-Ring für Einspritzdüse, Dichtung, OE Ref. 034133557E;70054;no;0.20;1;30
100257;1009450001;Bremslichtschalter mechanisch, Golf 2 & CO, T4 Bus OE Ref. 191945515B;70054;yes;2.10;1;1
102361;FEB-01529;Gummimetall - Lager für Querlenker, vorne unten, T3, OE Ref. 251407183, 147800401A;70054;no;2.50;1;1
100439;FEB-02753;Gummilager für Motoraufhängung rechts hinten, Golf 2& Co, OE Ref. 191199262A;70054;yes;8.20;2;1
100658;17202;Spannungsregler für Bosch Generator ab Baujahr 07/1981 OE Ref. 068903803D;70054;yes;5.70;2;1
101681;617.852;Dichtung für Kurbelwellensimmering Stirnseitig Golf &Co, T4, OE Ref. 026103161B;70054;yes;0.50;5;1
100542;FEB-24806;Lenkstockhebel mit MFA Golf 2 &Co ab Baujahr 08/1989 OE Ref. 535953519A;70054;yes;10.50;1;1
100888;18878;Lenkstockhebel für Scheibenwischer, Golf 1 &Co, OE Ref.321953519D;70054;yes;6.80;1;1
100694;774731;Dichtungssatz für Zylinderblock 1,5L bis 1,8L Hubraum Golf &Co T3 OE Ref. 037198011C;70054;yes;26.50;2;1
100474;14740;Lichtschalter mit Dimmfunktion Golf 1 bis Mj 81 und T3 bis Mj 90 OE Ref. 251941531M;70054;yes;6.40;1;1
103190;VKJA 8002;Gelenksatz für Antriebswelle, innen, 94mm, Golf &Co, OE Ref. 171498103;70054;yes;28.00;1;1
102311;1155231011;Trommelbremse, Bremstrommel Hinterachse T3 OE Ref. 251609615;70054;yes;26.57;1;2
102556;FEB-03583;Spurstangenkopf  links  Golf 2 &Co OE Ref. 191419811;70054;yes;5.10;2;1
100653;83.6225-0287.3;Bremsschlauch, Vorne  285 mm, Golf 2 & Co, OE Ref. 191611701A;70054;yes;10.10;1;1
102335;26101;Achsmanschette für Antriebswelle, 100mm, rechts innen, Golf & Co, OE Ref.191498202A;70054;yes;7.50;1;1
102196;233-531;Endschalldämpfer,Golf 1 Cabrio, 1,8L, ab Bj. 08/87, OE Ref. 155253609J;70054;no;65.00;1;1
100187;100 121 0042 / blauer Deckel wichtig!;Deckel für Ausgleichsbehälter, blau, Golf &Co, Polo & Passat, OE Ref. 443121321;70054;no;2.16;;1
100892;FEB-05219;Pedalgummi für Brems- oder Kupplungspedal T3 OE Ref.  311721173A;70054;yes;0.65;;1
100667;14088;Lenkstockhebel mit integriertem Warnblinkschalter ab Bj. 08/89 Golf 2 &Co OE Ref.357953513F;70054;yes;7.50;1;1
100691;FEB-02754;Thermoschalter für Kühler Lüfter Golf &Co 2 Polig OE Ref. 191959481B;70054;yes;4.20;1;1
101342;22451;Faltenbalgsatz, Achsmanschette für Antriebswelle innen/außen, T3 2WD, OE Ref. 251598201;70054;yes;7.00;2;1
103120;1004980011;Axialgelenk, Antriebwelle außen, Golf  & CO, OE Ref. 171498099A;70054;yes;14.00;1;1
103290;SFK135;Zubehörsatz für Bremsbackensatz, T3 SYNCRO 16-Zoll;70054;yes;8.00;1;1
100541;BOSCH 1 237 330 310;Kondensator, ab 1.5L Hubraum, OE Ref. 060905295;70054;yes;3.28;1;1
103478;3000053010;Kupplungssatz, 228mm, T3, 1,9L- 2,1L Benziner, dreiteilig, Sachs, OE Ref. 029198141A;70054;yes;77.50;1;1
100196;FEB-07407;Ölwanne ab Bj. 08/85 Golf 1 Cabrio, Caddy und Golf 2 & Co OE Ref. 051103601;70054;yes;17.80;1;1
100594;FEB-03687;Kupfermutter selbstsichernd SW12 OE Ref. N90085001;70054;yes;0.25;;10
103475;3000162001;Kupplungssatz, 215mm, T3, 1.6 D/TD, dreiteilig, Sachs, OE Ref. 068198141;70054;yes;81.50;1;1
100398;1191210040;Kühlwasserschlauch von Kühlwasserflansch nach Ölkühler OE Ref. 027121096A;70054;yes;2.10;;1
102558;FEB-08498;Lenkmanschette, mechanisches Lenkgetriebe, Golf 2 &Co OE Ref. 191419831;70054;yes;3.60;1;1
103329;FEB-02542;Schutzhülle für Stoßdämpfer, vorne beidseitig, Polo, OE Ref. 861412135;70054;yes;0.80;1;1
100569;FEB-01199;Reparatursatz Hinterachsaufhängung inkl. Gummilager und Schrauben, Golf 2 & Co, OE Ref. 191501541;70054;yes;13.80;2;1
101069;8558BQ;Heckklappendämpfer, Golf 1 Cabrio, OE Ref. 155827550A;70054;yes;12.20;;1
100506;FEB-07551;Einstellscheibe für das Ventilspiel 3,60 mm Stark ab 1,5l Hubraum OE Ref. 056109567;70054;yes;1.05;2;1
101042;V10-0388;Kühlwasserschlauch, Rücklauf Heizung, Golf 2 &Co, ab 1,6L, OE Ref. 191819373D;70054;no;2.80;1;1
101482;FEB-08390;Froststopfen 24mm, Golf &Co, T4, OE Ref. N01191410;70054;no;0.20;;1
102530;24.0110-0111.1;Bremsscheibe für Hinterachse 226mm X 10mm  Golf &Co Passat OE Ref. 191615601;70054;yes;19.50;2;2
100981;FEB-01287;Wasserpumpe mit Gehäuse und Dichtungen ab 1,5L und Bj. 08/81, T4, OE Ref. 026121010C;70054;yes;24.00;2;1
100427;LX720;Luftfilter für T3 Benziner ab 08/1985 MKB MV SS  DG DJ  OE Ref. 025129620A;70054;yes;9.20;2;1
102961;03.9902-1002.2;ATE Plastilube 75 ml Montagepaste für Bremsanlage;70054;yes;2.90;2;1
100261;FEB-08485;Öldruckschalter am Ölfilterflansch, weiß, 1,8 bar, ab Bj. 08/82, T4, OE Ref. 056919081;70054;yes;2.20;1;1
100484;291919;Heckklappendämpfer, Gasdruckheber, Standart 610Nm, T3 BUS, OE Ref. 251829331A;70054;yes;5.00;1;1
100210;17930;Spritzwasserdüse Vorne, Golf &Co, T4, OE Ref. 191955985A;70054;yes;1.30;10;1
100620;104.841;Kork Ventildeckeldichtung 1,8L ab Baujahr 08/1989 OE Ref. 056198025 A03;70054;yes;1.60;1;1
102315;19-238821;Stossdämpfer, Vorderachse, Bilstein B4, T3 OE Ref. 251413031;70054;yes;38.50;1;1
101783;191941753B;Scheinwerfer Re. bzw. Li. ohne LWR Golf 2 OE Ref. 191941753B;70054;no;9.69;1;1
102449;757.756;Dichtung für Ansaugkrümmer 1,5L-1,8L Hubraum und Saugdiesel Golf &Co, T4, OE Ref. 026129717D;70054;yes;1.20;10;1
100933;FEB-02765;Lager Stabi, Golf 1 & Co, OE Ref. 171411313;70054;yes;1.30;30;2
101998;DOX-0116;Lambdasonde für Golf 1 Cabrio MKB 2H OE Ref. 030906265AB;70054;yes;24.50;2;1
100665;441-1607L-UQ;Blinker, Gelb, vorne links, Golf 2 & Co., breite Stoßstange ab 08/1989, OE Ref. 191953155C;70054;yes;2.50;1;1
102914;B-0 986 473 668;Bremssattel, Faustsattel, vorne LINKS, T3 ab Bj.08/85, OE Ref. 251615123D;70054;yes;45.00;2;1
102235;FEB-07701;Gummilager Stabilisator vorne Außen Polo OE Ref. 861407183;70054;yes;1.25;1;1
103373;17670;Wasserpumpe mit Dichtungen T3 1,9l und 2,1L ab Bj. 08/85 OE Ref. 025121010C;70054;yes;24.00;2;1
100438;100 199 0008;Gummilager, Motorträger, hinten, aussen, links / rechts, T3 Benziner, OE Ref. 070199231A;70054;yes;5.50;4;1
101354;FEB-03604;Vergaserflansch für MKB RP, OE Ref. 050129761H;70054;yes;10.00;1;1
102552;FEB-07924;Gelenkscheibe für Lenkung T3, OE Ref. 251419417B;70054;yes;7.30;1;1
100851;1191210051;Kühlwasserschlauch von Ausgleichsbehälter nach Wasserrohr bis BJ 07/89 OE Ref. 191121109E;70054;yes;3.50;;1
100382;1191210064;Kühlwasserschlauch von Kühlwasserflansch nach Wasserpumpe nur Diesel OE Ref. 068121053E;70054;yes;3.50;1;1
100812;CT633;Zahnriemen für 0,9l bis 1,3L Hubraum OE Ref. 052109119;70054;yes;5.00;2;1
103216;028 287 0005;Thermostat mit Dichtung, 87 Grad, T3 1,9L-2,1L, OE Ref. 025121113F;70054;yes;5.70;2;1
101687;FEB-05480;Membran Satz für Vakuumpumpe Golf & Co Passat und T3 OE Ref. 068198821A;70054;yes;4.30;1;1
101191;93800;Petec Rückspiegel Klebeset zur Montage des Spiegels an Windschutzscheibe.;70054;yes;4.40;1;1
101449;220736;Kühlwasserschlauch, Rohrleitung zu Ansaugbrücke, Golf &Co, OE Ref. 027121056A;70054;yes;3.00;;1
103323;FEB-02751;Gummilager für Motoraufhängung, vorne, Golf 2& Co, OE Ref. 191199279E;70054;yes;11.60;1;1
100436;FEB-07384;Motorlager, Außendurchmesser 74,5 mm OE Ref. 171199214G;70054;yes;4.10;1;1
103485;100 407 0049;Gummimetall-Lager für Querlenker hinten Golf 2 &Co OE Ref. 191407181D;70054;yes;1.75;1;1
101778;LX 296;Luftfilter Golf 2 &Co ab Bj. 08/1989 1,8L und Diesel OE Ref. 191129620;70054;yes;7.50;2;1
100664;Bosch-0261231038;Klopfsensor Farbcode Grün 1,8L Hubraum Golf &Co OE Ref. 054905377A;70054;yes;17.00;2;1
100914;8GA 002 073-281;Leuchtmittel 12V 21 Watt, P21W OE Ref. N0177322;70054;yes;0.45;10;10
100348;18426;Ölwanne bis 1,3 L Hubraum OE Ref. 030103601D;70054;yes;17.80;2;1
102334;3397118505;Scheibenwischersatz, Bosch 450mm, Golf2 &Co, T3;70054;yes;8.00;1;5
103429;Bosch-0437502045;Einspritzventil für K-Jetronic Cabrio, Scirocco Golf 2 und Passat GTI OE Ref. 026133551;70054;yes;38.50;1;1
101071;Sonax-03401000;Sonax Gummipfleger 100 ml inkl. Schwammapplikator;70054;yes;4.71;2;1
103750;5813802;Außenspiegel rechts, manuell, Golf 2 ab Bj 08/87, OE Ref. 191857508;70054;yes;25.00;1;1
102928;19-019741;Stoßdämpfer von BILSTEIN, Golf 2 &Co, Hinten, OE Ref. 191513033J;70054;yes;29.50;1;1
101388;620061;Dichtung für Ölfilterhalter Golf &Co 1,8L ab Bj. 08/1988, T4 Bus OE Ref. 028115441C;70054;yes;0.50;;1
100204;3074003317;Kupplungszug Golf 1 &Co 1,5-1,8l Hubraum, OE Ref. 171721335E;70054;yes;12.00;1;1
100253;1191210060;Kühlwasserschlauch von Kühler nach Zylinderkopf OE Ref. 191121101Q;70054;no;6.60;1;1
103581;18768;O-Ring für Kühlwasserflansch Golf 2 &Co 16V OE Ref. N90295401;70054;yes;0.35;1;1
103428;Bosch-0437502043;Einspritzventil, K-Jetronik M10x1mm, OE Ref. 035133551F;70054;no;41.80;1;1
103145;FEB-08497;Lenkmanschette rechts, für mechanisches Lenkgetriebe Golf 1 &Co OE Ref. 171419832C;70054;yes;3.60;1;1
101951;VKJC 1011;Antriebswelle, LINKS, 100mm Flansch, Golf &Co, OE Ref. 191407271H;70054;yes;65.00;2;1
103502;828.807;Elring Zylinderkopf-Dichtung Golf &Co und Passat 1,6-1,8L Benzin ab 8/82 OE Ref. 026103383K;70054;yes;8.00;1;1
103160;03.7718-7203.2;Dichtring, Unterdruckanschluss Bremskraftverstärker, Golf  & Co, OE Ref. 861612175;70054;yes;1.10;1;1
100328;21758;Schalter für Rückwärtsgang M12 x1,5 mit Kombistecker, Golf &Co, T3 & T4 Bus OE Ref. 020945415A;70054;yes;1.80;1;1
101003;24.3728-0113.2;Kupplungszug Golf 2 &Co  1,0L bis 1,3 L Hubraum OE Ref. 191721335R;70054;yes;6.10;2;1
102450;893.242;Dichtung für Ansaugkrümmer 1,6L TD Golf &Co und T3 OE Ref. 068129717E;70054;yes;1.90;2;1
101031;3096005000;Schraubensatz Schwungscheibe 6X M10X1X19,5mm OE Ref. N90206103;70054;yes;2.40;1;1
100917;1987302207;Leuchtmittel 12V 4W für Kennzeichenleuchte;70054;yes;0.15;30;1
100251;3113;Kühlwasserschlauch von Kühler nach Wasserpumpe Golf 2 &Co, OE Ref. 191121051E;70054;no;4.00;1;1
100636;17810;Schlauch für Kurbelwellengehäuseentlüftung Golf 2 &Co MKB RP OE Ref. 051103493;70054;yes;3.80;2;1
103061;100 611 0035;Hauptbremszylinder 20,64mm Golf 1 &Co, Polo und Passat OE Ref. 171611019;70054;yes;25.00;2;1
100448;4095004;Fahrwerksfeder vorn, Golf 1 & Co ab BJ. 08/79  OE Ref. 171411105G;70054;yes;12.50;1;1
101735;13.0460-4028.2;Bremsbelagsatz für 10mm Scheibenbremse Golf &Co bis Bj. 07/1981 OE Ref. 171698151E;70054;yes;8.30;2;1
100462;23721- wechsel JP;Schaltfinger für Umlenkwelle Golf 1 &Co mit 5 Gang Getriebe OE Ref. 171711163E;70054;no;3.50;;1
103701;19-216966;Stoßdämpfer, hinten, T3 Syncro, OE Ref. 251513031D;70054;yes;44.00;1;1
103325;FEB-01091;Gummilager für Motoraufhängung am Querträger Golf 2& Co Vorne OE Ref. 191199233;70054;yes;1.30;8;4
101983;83 11 2085;Dichtung Abgasanlage Golf 1 &Co und T3 & T4 OE Ref. 044253115B und 025251509A;70054;yes;0.90;;1
102555;1160307107;Spurstange (verstellbar) links oder Rechts Golf 2 &Co ohne Servo OE Ref. 191419804;70054;yes;8.25;2;1
101784;22-239594;Federbein inkl. Stoßdämpfer von BILSTEIN Golf 1 &Co vorne OE Ref. 171412031J;70054;yes;75.00;1;1
100188;S31027;Tachowelle in OE Qualität Golf &Co 1,0 bis 1,3L mit Schaltgetriebe OE Ref. 191957803H, 171957803G;70054;yes;10.85;1;1
100699;6ZF 003 272-011;Schalter für Rückwärtsgang M18x1,5 OE Ref. 251941521;70054;yes;8.60;1;1
103647;3000158001;Kupplung, Sachs komplett, 190 mm, für 1,05 -1,3 L, Golf 2 &Co Polo, OE. Ref. 030198141AX;70054;yes;52.55;1;1
101320;FEB-03548;Traggelenk 19mm für Querlenker Golf 2 &Co ab Bj. 08/1987 OE Ref. 357407365;70054;yes;5.00;1;1
100260;FEB-08444;Öldruckschalter, Grau 0,9 Bar, mit Dichtring, Golf &Co, Passat, T3, OE Ref. 068919081A;70054;yes;2.20;1;1
100504;FEB-07549;Einstellscheibe für das Ventilspiel 3,50 mm Stark ab 1,5l Hubraum OE Ref. 056109565;70054;yes;1.42;2;4
103523;233-497;Endschalldämpfer gesteckte Version T3 1,6L JX bis Bj. 07/89 OE Ref.  068251053H;70054;no;79.00;1;1
100518;FEB-08297;Einstellscheibe für das Ventilspiel 4,25 mm Stark ab 1,5l Hubraum OE Ref. 056109580;70054;yes;0.50;2;1
101055;1004980041;Achsmanschette für Antriebswelle, 100mm, links innen, Golf & Co, OE Ref. 1K0498201;70054;yes;11.50;1;1
101730;24.0110-0151.1;Bremsscheibe, massiv, 239x10 mm, Golf &Co OE Ref. 811615301;70054;yes;12.60;;2
101376;83 11 2094;Auspuffgummi, Halter für die Abgasanlage Golf &Co, T4, OE Ref. 191253147;70054;yes;1.00;1;1
100611;101 001;Luftfilter bis 1,3 L Hubraum Golf &Co OE Ref. 036129620;70054;no;3.03;2;1
103419;1004110005/S;Koppelstange inkl. Lager für Stabilisator vorne, Golf 2 G60, OE Ref. 191411315A;70054;yes;5.00;1;1
101190;93870;Profilgummikleber,70ml Klebstoff Marke Pretec, für Gummi-Dichtungen.;70054;yes;4.70;;1
101039;02-1794;Kühlwasserschlauch Vorlauf zur  Heizung Golf 2 &Co ab 1,6L OE Ref. 191819371E;70054;yes;4.10;1;1
100455;100 598 0101;Radlager-Satz für Hinterachse, inkl. Montagematerial, Golf & Co, OE Ref. 191598625;70054;yes;4.30;18;1
103482;FEB-18843;Federteller hinten unten Golf 2 &Co OE Ref. 3A0512103;70054;yes;2.70;2;1
103324;15928;Motorlager, getriebeseitig, Golf 2 &Co, OE Ref. 191199381A;70054;yes;8.00;2;1
102915;B-0 986 474 668;Bremssattel, Faustsattel, vorne RECHTS, T3 ab Bj.08/85, OE Ref. 251615124D;70054;yes;45.00;2;1
100501;FEB-08286;Einstellscheibe für das Ventilspiel 3,35 mm Stark ab 1,5l Hubraum OE Ref. 056109562;70054;yes;1.10;1;1
101483;31793;Froststopfen mit 36,6 mm Außendurchmesser, Golf &Co, T4, OE Ref. 036103113A;70054;yes;0.40;10;1
102562;1160307138;Spurstange, verstellbar, Golf 2 &Co mit Servolenkung, OE Ref. 191422804A;70054;yes;7.90;1;1
102667;Bosch-0986356338;Satz Zündkabel, Bosch, Silikon Golf &Co, Passat ab Bj. 08/84 OE. Ref. 803998031;70054;yes;24.60;2;1
100615;256-883;Dichtung, zwischen Krümmer und Hosenrohr, Golf & Co bis 1,3L Hubraum, OE Ref. 036253115A;70054;yes;0.70;2;1
103364;24.3727-0166.2;Handbremsseil, 1580 mm, Golf 2 Syncro, OE Ref. 191609721C;70054;yes;14.50;1;1
102390;14550;Ölkühler bzw. Wärmetauscher am Ölfilterflansch Golf&Co Passat und T3, T4, OE Ref. 068117021B;70054;yes;13.50;2;1
100347;BHV308E- evtl. wechsel 8AN 355 786-951;Bremssattel, Faustsattel, vorne LINKS, ab Baujahr 08/79, OE Ref. 1H0615123C;70054;yes;40.00;2;1
100983;03.3518-1900.2;Entlüfterschraube inkl. Entlüfterkappe M10X1 SW 11mm OE Ref. 357615273;70054;yes;1.70;;1
100118;18147;Warnblinkschalter VW Golf 1 ab 08/80 und T3 bis 07/83 OE Ref. 161953235B;70054;yes;3.00;1;1
101375;83 11 8903;Auspuffschelle Spannband 46,7 mm Golf &Co OE Ref. 191253139Q;70054;yes;1.38;1;1
100248;FEB-03330;Vergaserflansch 1.6L und 1.8L, Golf &Co, OE Ref. 026129761E;70054;yes;8.50;1;1
100912;17016;Türschloss vorne links Golf &Co OE Ref. 327837015B;70054;yes;2.60;1;1
102350;VKJA 8004;SKF Gleichlaufgelenksatz für Antriebswelle Innen oder Außen T3  OE Ref. 251598101;70054;yes;31.00;1;1
100242;14846;Lichtschalter Dimmbar 8-Polig Golf 1 &Co und Passat OE Ref.321941531K;70054;yes;3.45;1;1
101978;83 11 1116;Auspuffgummi, Halter, Gummi Abgasanlage  Golf  & Co OE Ref. 171253147;70054;yes;1.00;;1
100834;15434;Türgriff mit Schließzylinder und Schlüssel in schwarz vorne rechts Golf &Co OE Ref. 191837206A;70054;yes;5.00;1;1
100179;17102;Schließzylinder Zündschloß, AH Profil Golf & Co, Polo, Passat und T3 OE Ref. 191905855;70054;yes;4.30;1;1
101468;1191210057;Kühlwasserschlauch zwischen Ausgleichbehälter und Rohr Golf 2 &Co ab Bj. 08/1989 OE Ref. 535121109;70054;yes;4.50;0;1
100287;FEB-06524;Querlenker ohne Lager und Gelenk Golf 1 &CoOE Ref. 171407153D;70054;yes;13.00;1;1
100340;7.02242.35.0;Pierburg Kraftstoffpumpe für Vergaser mit 0,9L bis 1,3L Hubraum OE Ref. 052127025J;70054;yes;46.50;1;1
100284;FEB-04452;Spurstangenkopf, Golf 1 &Co und T3, OE Ref. 171419812 bzw 251419811;70054;yes;4.00;10;1
100614;OC51;Ölfilter für Diesel Golf und T3 OE Ref. 068115561B;70054;yes;4.70;1;1
102219;3012801;Schutzhülle für Lenkgetriebe, Lenkmanschette, Passat 32B, OE Ref. 811419831B;70054;yes;2.20;2;1
100934;FEB-02766;Lager Stabi, OE Ref. 171411314A;70054;yes;1.30;30;2
102557;FEB-02238;Spurstangenkopf  rechts  Golf 2 &Co OE Ref. 191419812;70054;yes;4.60;2;1
101193;14057;Lenkstockhebel für Scheibenwischer Golf 2 &Co ab Bj. 08/1989  OE Ref. 357953519;70054;yes;6.40;2;1
102413;256-206;Dichtung für Abgasanlage zwischen Abgaswellrohr und Zwischenrohr OE Ref. 443253115B;70054;yes;0.70;;1
103260;1160303268;Spurstange Rechts oder Links T3  OE Ref. 251419803;70054;yes;9.50;1;1
100463;FEB-05284;Pedalgummi für Kupplung und Bremse Golf 2 und Passat, T4, OE Ref. 321721173;70054;yes;0.70;;1
100643;KL 15 OF;Kraftstofffilter Leitungsfilter für Vergaser Golf  T3 &Co OE Ref. 251201511G;70054;yes;2.20;1;1
100552;5DA006623-941;Zündsteuergerät, Transistorzündung, ab Bj. 08/1980 OE Ref. 191905351B;70054;yes;16.50;1;1
103686;713 6114 00;Radlagersatz, Vorderachse, T3 bis Bj. 07/83, OE Ref. 251498625;70054;yes;14.00;2;1
101954;FEB-03004;Zylinderschraube M 8 x 48 mm für Gleichlaufgelenk, Antriebswelle, Golf &Co T3 OE Ref.113501229C;70054;yes;0.25;30;10
100702;EVL134;Verteilerfinger mit 10 mm Aufnahme, OE Ref. 052905225C;70054;yes;3.30;1;1
103349;1160600013;Koppelstange für Stabilisator komplett Passat 32B mit Servo,OE Ref. 857407480;70054;yes;10.30;1;1
100921;FEB-17018;Türschloss vorne rechts Golf &Co OE Ref. 327837016B;70054;yes;2.25;1;1
100198;1005011010;Achszapfen Hinten Trommelbremse Lochzahl 6 Golf & Co, Polo, Passat OE Ref. 357501117;70054;yes;8.80;2;1
101051;1457429957;Luftfilter Golf 1 & Co GTI Einspritzer OE ref. 027133843 und 049133843;70054;yes;5.30;1;1
100349;FEB-07270;Ölwanne 1,5 bis 1,8L Hubraum bis Baujahr 1985 OE Ref. 055103601;70054;yes;15.60;2;1
100810;03.3214-0812.3;Ate Radbremszylinder hinten 14,29 mm für Fahrzeuge ohne lastabh. Bremskraftregler OE Ref. 171611051B;70054;yes;7.30;1;1
103376;18774;O-Ring 42,5X3 Kühlwasserflansch, Golf 1,3 L bzw. T3 1,9l-2,1l ab Bj. 08/85 und T4 OE Ref. 030121119;70054;yes;0.40;5;1
100946;FEB-06562;Bremsschlauch vorne OE Ref: 171611701L;70054;yes;3.50;20;1
100426;FEB-03578;Vergaserflansch für Golf 1 und Passat mit MKB FR und YP, OE Ref. 049129761;70054;yes;8.60;1;1
100916;1987302210;Leuchtmittel 12V 10W SV 8,5-8 für Innenraumleuchte;70054;yes;0.35;;10
102480;PHB202;Bremsschlauch, vorne, 290 mm, LINKSGEWINDE für GIRLING BREMSE Golf 1 Scirocco Passat;70054;yes;9.20;1;1
100304;761109;O-Ring 50 x 4,0 mm für Thermostat 1,5 bis 1,8L Hubraum OE Ref. 038121119B;70054;yes;0.20;20;1
100290;1009410008;Lichtschalter 8 - polig Golf 2 & Co bis Bj. 07/87  OE Ref. 191941531H;70054;no;5.00;1;1
100416;58002001;Kühler, Netzmaß 380 x 322 mm, integrierter Außgleichsbehälter, Golf 1 mit 1,1 L, OE Ref. 171121253 E;70054;yes;78.00;2;1
100163;291722;Heckklappendämpfer/ Gasdruckfeder für Golf 1 und Scirocco 1 OE Ref. 171827550A;70054;yes;7.50;1;1
100446;100 407 0006;Radnabe für Golf 2 & Co bis Bj. 07/1987  OE Ref. 191407615;70054;yes;10.50;1;1
100255;15624;Lichtschalter 10-polig Golf 2 &Co ab Bj. 08/1988 OE Ref. 191941531K;70054;yes;3.50;2;1
100642;KL2;Benzinfilter für Einspritzer Golf & Co, T3 und T4, OE Ref. 251201511A;70054;yes;6.00;;1
100689;102923;Seilzug für die Rückenlehne Montage innen, Länge 690mm, passend ab Bj. 08/1981. OE Ref.191881596A;70054;no;3.37;1;1
103629;24.3219-0909.3;Radbremszylinder hinten 19,05 mm, Caddy 14d, Golf 2 Syncro Country OE Ref. 1H0611053;70054;yes;6.10;1;1
103043;umstellen auf Stückliste;Satz Sturzeinstellschrauben für ein Federbein, Golf 2 &Co, OE Ref. N10174002;70054;yes;4.50;;1
100498;FEB-08282;Einstellscheibe für das Ventilspiel 3,15 mm Stark ab 1,5l Hubraum OE Ref. 056109558;70054;yes;1.10;1;1
100220;FEB-06963;Radschraube für Stahl- und Leichtmetallfelge Golf &Co  OE Ref. 321601139C;70054;yes;1.00;1;20
