Title;URL handle;Description;Vendor;Product category;Type;Tags;Published on online store;Status;SKU;Barcode;Option1 name;Option1 value;Option2 name;Option2 value;Option3 name;Option3 value;Price;Compare-at price;Cost per item;Charge tax;Tax code;Unit price total measure;Unit price total measure unit;Unit price base measure;Unit price base measure unit;Inventory tracker;Inventory quantity;Continue selling when out of stock;Weight value (grams);Weight unit for display;Requires shipping;Fulfillment service;Product image URL;Image position;Image alt text;Variant image URL;Gift card;SEO title;SEO description;Google Shopping / Google product category;Google Shopping / Gender;Google Shopping / Age group;Google Shopping / MPN;Google Shopping / AdWords Grouping;Google Shopping / AdWords labels;Google Shopping / Condition;Google Shopping / Custom product;Google Shopping / Custom label 0;Google Shopping / Custom label 1;Google Shopping / Custom label 2;Google Shopping / Custom label 3;Google Shopping / Custom label 4;HS Code
Rücklicht, Rückleuchte, Links, Rauchgrau, T4 Bus, OE Ref. 701945111;r-cklicht-r-ckleuchte-links-rauchgrau-t4-bus-oe-ref-701945111;Passend für für Bremslicht und Blinker.;Diederichs;;;;TRUE;active;SW12658;4052355095268;;;;;;;35.79;0.0;19.5;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/40/57/bf/701945111tblhLFu0Y7Ya2.png;1;;;FALSE;Rücklicht, Rückleuchte, Links, Rauchgrau, T4 Bus, OE Ref. 701945111;Passend für für Bremslicht und Blinker.;;;;2271091;;;new;FALSE;;;;;;87089997
Blinker, Blinkleuchte Links, T4 Bus mit kurzem Vorderwagen, OE Ref. 701953049;blinker-blinkleuchte-links-t4-bus-mit-kurzem-vorderwagen-oe-ref-701953049;Blinker Links, komplett mit Lampenfassung in Gelb, passend für den T4 mit kurzem Vorderwagen;Van Wezel;;;;TRUE;active;SW12661;5410909205508;;;;;;;12.89;0.0;7.0;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/17/97/df/701953049.png;1;;;FALSE;Blinker, Blinkleuchte Links, T4 Bus mit kurzem Vorderwagen, OE Ref....;Passend für für Bremslicht und Blinker.;;;;5874901;;;new;FALSE;;;;;;87089997
Blinker, Blinkleuchte Rechts, T4 Bus mit kurzem Vorderwagen, OE Ref. 701953050;blinker-blinkleuchte-rechts-t4-bus-mit-kurzem-vorderwagen-oe-ref-701953050;Blinker Rechts, komplett mit Lampenfassung in Gelb, passend für den T4 mit kurzem Vorderwagen;Van Wezel;;;;TRUE;active;SW12662;5410909205515;;;;;;;12.89;0.0;7.0;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/2b/e6/f1/701953050.png;1;;;FALSE;Blinker, Blinkleuchte Rechts, T4 Bus mit kurzem Vorderwagen, OE Ref...;Passend für für Bremslicht und Blinker.;;;;5874902;;;new;FALSE;;;;;;87089997
Blinker, Blinkleuchte Links, Weiss, T4 Bus mit kurzem Vorderwagen, OE Ref. 701953049;blinker-blinkleuchte-links-weiss-t4-bus-mit-kurzem-vorderwagen-oe-ref-701953049;Blinker Links, komplett mit Lampenfassung in Weiss, passend für den T4 mit kurzem Vorderwagen;Van Wezel;;;;TRUE;active;SW12663;5410909172169;;;;;;;12.89;0.0;7.0;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/85/c8/2e/7D0953041F.png;1;;;FALSE;Blinker, Blinkleuchte Links, Weiss, T4 Bus mit kurzem Vorderwagen, ...;Passend für für Bremslicht und Blinker.;;;;5874905;;;new;FALSE;;;;;;87089997
Blinker, Blinkleuchte Rechts, Weiss T4 Bus mit kurzem Vorderwagen, OE Ref. 701953050;blinker-blinkleuchte-rechts-weiss-t4-bus-mit-kurzem-vorderwagen-oe-ref-701953050;Blinker Rechts, komplett mit Lampenfassung in Weiss, passend für den T4 mit kurzem Vorderwagen;Van Wezel;;;;TRUE;active;SW12664;5410909172176;;;;;;;12.89;0.0;7.0;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/19/6d/61/7D0953042F.png;1;;;FALSE;Blinker, Blinkleuchte Rechts, Weiss T4 Bus mit kurzem Vorderwagen, ...;Passend für für Bremslicht und Blinker.;;;;5874906;;;new;FALSE;;;;;;87089997
Blinker, Blinkleuchte Links, Weiss, T4 Bus mit langem Vorderwagen, OE Ref. 7D0953041F;blinker-blinkleuchte-links-weiss-t4-bus-mit-langem-vorderwagen-oe-ref-7d0953041f;Blinker Links, ohne Lampenfassung in Weiss, passend für den T4 mit langem Vorderwagen ab Bj. 1996;Van Wezel;;;;TRUE;active;SW12665;;;;;;;;13.79;0.0;7.5;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/53/54/7a/7D0953042F-02.png;1;;;FALSE;Blinker, Blinkleuchte Links, Weiss, T4 Bus mit langem Vorderwagen, ...;Passend für für Bremslicht und Blinker.;;;;441-1519L-UE;;;new;FALSE;;;;;;87089997
Varianten-Artikel Test / Fahrzeugtyp;varianten-artikel-test-fahrzeugtyp;Testartikel;Volkswagen Original Teile;;;;FALSE;draft;SW12592;;;;;;;;17.95;0.0;10.0;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;;;;;FALSE;Varianten-Artikel Test / Fahrzeugtyp;Testartikel;;;;101010;;;new;FALSE;;;;;;87089997
Blinker, Blinkleuchte Rechts, Weiss, T4 Bus mit langem Vorderwagen, OE Ref. 7D0953042F;blinker-blinkleuchte-rechts-weiss-t4-bus-mit-langem-vorderwagen-oe-ref-7d0953042f;Blinker Rechts, ohne Lampenfassung in Weiss, passend für den T4 mit langem Vorderwagen ab Bj. 1996;Van Wezel;;;;TRUE;active;SW12666;;;;;;;;13.79;0.0;7.5;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/53/54/7a/7D0953042F-02.png;1;;;FALSE;Blinker, Blinkleuchte Rechts, Weiss, T4 Bus mit langem Vorderwagen,...;Passend für für Bremslicht und Blinker.;;;;441-1519R-UE;;;new;FALSE;;;;;;87089997
Nebelscheinwerfer, Links, T4 Bus bis Bj. 96 mit kurzem Vorderwagen, OE Ref. 701941699D;nebelscheinwerfer-links-t4-bus-bis-bj-96-mit-kurzem-vorderwagen-oe-ref-701941699d;Nebelscheinwefer links, passend für den T4 mit kurzem Vorderwagen bis Bj. 96;Herth + Buss Elparts;;;;TRUE;active;SW12667;4026736134853;;;;;;;45.49;0.0;24.8;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/49/9f/cc/701941699D.png;1;;;FALSE;Nebelscheinwerfer, Links, T4 Bus bis Bj. 96 mit kurzem Vorderwagen,...;Passend für für Bremslicht und Blinker.;;;;80660056;;;new;FALSE;;;;;;87089997
Nebelscheinwerfer, Rechts, T4 Bus bis Bj. 96 mit kurzem Vorderwagen, OE Ref. 701941700D;nebelscheinwerfer-rechts-t4-bus-bis-bj-96-mit-kurzem-vorderwagen-oe-ref-701941700d;Nebelscheinwefer rechts, passend für den T4 mit kurzem Vorderwagen bis Bj. 96;Herth + Buss Elparts;;;;TRUE;active;SW12668;4026736134860;;;;;;;45.49;0.0;24.8;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/7f/b3/3e/701941700D.png;1;;;FALSE;Nebelscheinwerfer, Rechts, T4 Bus bis Bj. 96 mit kurzem Vorderwagen...;Passend für für Bremslicht und Blinker.;;;;80660057;;;new;FALSE;;;;;;87089997
Nebelscheinwerfer, Links, T4 Bus ab Bj. 96 , OE Ref. 7D0941699C;nebelscheinwerfer-links-t4-bus-ab-bj-96-oe-ref-7d0941699c;Nebelscheinwefer links, passend für den T4 ab Bj. 96;Herth + Buss Elparts;;;;TRUE;active;SW12669;4026736064914;;;;;;;43.49;0.0;23.7;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/36/08/e6/7D0941699C.png;1;;;FALSE;Nebelscheinwerfer, Links, T4 Bus ab Bj. 96 , OE Ref. 7D0941699C;Passend für für Bremslicht und Blinker.;;;;80660202;;;new;FALSE;;;;;;87089997
Nebelscheinwerfer, Rechts, T4 Bus ab Bj. 96 , OE Ref. 7D0941700C;nebelscheinwerfer-rechts-t4-bus-ab-bj-96-oe-ref-7d0941700c;Nebelscheinwefer rechts, passend für den T4 ab Bj. 96;Herth + Buss Elparts;;;;TRUE;active;SW12670;4026736064921;;;;;;;43.49;0.0;23.7;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/e7/1a/00/7D0941700C.png;1;;;FALSE;Nebelscheinwerfer, Rechts, T4 Bus ab Bj. 96 , OE Ref. 7D0941700C;Passend für für Bremslicht und Blinker.;;;;80660203;;;new;FALSE;;;;;;87089997
Scheinwerfer Links, T4 Bus mit kurzem Vorderwagen, OE Ref. 701941017;scheinwerfer-links-t4-bus-mit-kurzem-vorderwagen-oe-ref-701941017;Linker Scheinwerfer komplett , jedoch ohne Leuchtmittel und Stellmotor, passend für den T4 mit kurzem Vorderwagen Bj. 1991-2003;Diederichs;;;;TRUE;active;SW12671;4052355094988;;;;;;;52.49;0.0;28.5;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/3c/01/16/701941017.png;1;;;FALSE;Scheinwerfer Links, T4 Bus mit kurzem Vorderwagen, OE Ref. 701941017;Passend für für Bremslicht und Blinker.;;;;2270981;;;new;FALSE;;;;;;87089997
Scheinwerfer Rechts, T4 Bus mit kurzem Vorderwagen, OE Ref. 701941018;scheinwerfer-rechts-t4-bus-mit-kurzem-vorderwagen-oe-ref-701941018;Rechter Scheinwerfer komplett , jedoch ohne Leuchtmittel und Stellmotor, passend für den T4 mit kurzem Vorderwagen Bj. 1991-2003;Diederichs;;;;TRUE;active;SW12672;4052355094971;;;;;;;52.49;0.0;28.5;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/93/22/05/701941018.png;1;;;FALSE;Scheinwerfer Rechts, T4 Bus mit kurzem Vorderwagen, OE Ref. 701941018;Passend für für Bremslicht und Blinker.;;;;2270980;;;new;FALSE;;;;;;87089997
Scheinwerfer Links, T4 Bus ab Bj. 96 mit langem Vorderwagen, OE Ref. 7D1941009H;scheinwerfer-links-t4-bus-ab-bj-96-mit-langem-vorderwagen-oe-ref-7d1941009h;Linker Scheinwerfer komplett , jedoch ohne Leuchtmittel und Stellmotor, passend für den T4 mit langem Vorderwagen Bj. 1996-2003;Diederichs;;;;TRUE;active;SW12673;4052355095220;;;;;;;64.49;0.0;35.0;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/9e/ef/36/7D1941009E.png;1;;;FALSE;Scheinwerfer Links, T4 Bus ab Bj. 96 mit langem Vorderwagen, OE Ref...;Passend für für Bremslicht und Blinker.;;;;2271083;;;new;FALSE;;;;;;87089997
Scheinwerfer Rechts, T4 Bus ab Bj. 96 mit langem Vorderwagen, OE Ref. 7D1941010H;scheinwerfer-rechts-t4-bus-ab-bj-96-mit-langem-vorderwagen-oe-ref-7d1941010h;Rechter Scheinwerfer komplett , jedoch ohne Leuchtmittel und Stellmotor, passend für den T4 mit langem Vorderwagen Bj. 1996-2003;Diederichs;;;;TRUE;active;SW12674;4052355095213;;;;;;;64.49;0.0;35.0;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/c0/0a/62/7D1941010E.png;1;;;FALSE;Scheinwerfer Rechts, T4 Bus ab Bj. 96 mit langem Vorderwagen, OE Re...;Passend für für Bremslicht und Blinker.;;;;2271082;;;new;FALSE;;;;;;87089997
Außenspiegel, Manuell, Konvex, Rechts, Beifahrerseite, T4 Bus, BJ 91-03, OE Ref. 701857508F;au-enspiegel-manuell-konvex-rechts-beifahrerseite-t4-bus-bj-91-03-oe-ref-701857508f;;Hagus;;;;TRUE;active;SW12675;5410909172091;;;;;;;40.95;0.0;22.0;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/8a/28/8a/701857508F-02.png|https://www.oldtimer-werk.de/media/image/23/06/3e/701857508F-01.png|https://www.oldtimer-werk.de/media/image/64/e2/5d/701857508F-03.png;1;;;FALSE;Außenspiegel, Manuell, Konvex, Rechts, Beifahrerseite, T4 Bus, BJ 9...;;;;;5874802;;;new;FALSE;;;;;;87089997
Außenspiegel, Manuell, Plan, Links, Fahrerseite, T4 Bus, BJ 91-03, OE Ref. 701857507F;au-enspiegel-manuell-plan-links-fahrerseite-t4-bus-bj-91-03-oe-ref-701857507f;;Hagus;;;;TRUE;active;SW12676;5410909172084;;;;;;;40.95;0.0;22.5;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/36/87/2e/701857507F-03.png|https://www.oldtimer-werk.de/media/image/dc/57/7a/701857507F-02.png|https://www.oldtimer-werk.de/media/image/e5/4a/3c/701857507F-01.png;1;;;FALSE;Außenspiegel, Manuell, Plan, Links, Fahrerseite, T4 Bus, BJ 91-03, ...;;;;;5874801;;;new;FALSE;;;;;;87089997
Außenspiegel, Elektrisch, Konvex, Rechts, Beifahrerseite, T4 Bus, Bj. 91-03, OE Ref. 701857508H;au-enspiegel-elektrisch-konvex-rechts-beifahrerseite-t4-bus-bj-91-03-oe-ref-701857508h;Rechter Außenspiegel, passend für T4 Bus, elekrtisch beheiz und verstellbar, konvex;Hagus;;;;TRUE;active;SW12678;5410909172114;;;;;;;65.95;0.0;36.0;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/91/12/8d/701857508H-01.png|https://www.oldtimer-werk.de/media/image/b7/1b/07/701857508H-03.webp|https://www.oldtimer-werk.de/media/image/d2/00/83/701857508H-02.webp;1;;;FALSE;Außenspiegel, Elektrisch, Konvex, Rechts, Beifahrerseite, T4 Bus, B...;Rechter Außenspiegel, passend für T4 Bus, elekrtisch beheiz und verstellbar, konvex;;;;5874808;;;new;FALSE;;;;;;87089997
Spiegelglass, Elektrisch, Plan, Links, Fahrerseite, T4 Bus, BJ 91-03, OE Ref. 701857521A;spiegelglass-elektrisch-plan-links-fahrerseite-t4-bus-bj-91-03-oe-ref-701857521a;Linkes Außenspiegelglass, passend für T4 Bus, elektrisch beheiz und verstellbar, Plan;Hagus;;;;TRUE;active;SW12680;5410909199753;;;;;;;10.79;0.0;5.4;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/12/b8/b6/701857521A.png;1;;;FALSE;Spiegelglass, Elektrisch, Plan, Links, Fahrerseite, T4 Bus, BJ 91-0...;Linkes Außenspiegelglass, passend für T4 Bus, elektrisch beheiz und verstellbar, Plan;;;;5874835;;;new;FALSE;;;;;;87089997
Spiegelglass, Manuell, Asphärisch, Links, Fahrerseite, T4 Bus, BJ 91-03, OE Ref. 701857521P;spiegelglass-manuell-asph-risch-links-fahrerseite-t4-bus-bj-91-03-oe-ref-701857521p;;Hagus;;;;TRUE;active;SW12681;5410909347635;;;;;;;17.89;0.0;9.0;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/40/92/9a/701857521P.png;1;;;FALSE;Spiegelglass, Manuell, Asphärisch, Links, Fahrerseite, T4 Bus, BJ 9...;;;;;5874833;;;new;FALSE;;;;;;87089997
Spiegelglass, Manuell, Konvex, Rechts, Beifahrerseite, T4 Bus, BJ 91-03, OE Ref. 701857522L;spiegelglass-manuell-konvex-rechts-beifahrerseite-t4-bus-bj-91-03-oe-ref-701857522l;;Hagus;;;;TRUE;active;SW12682;5410909199746;;;;;;;9.39;0.0;4.7;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/8e/ea/80/701857522L.png;1;;;FALSE;Spiegelglass, Manuell, Konvex, Rechts, Beifahrerseite, T4 Bus, BJ 9...;;;;;5874832;;;new;FALSE;;;;;;87089997
Zylinderkopf-Dichtung, Elring, Golf 1 &Co, 0.9L & 1.1L, bis BJ 06/76, OE Ref. 052103383AA;zylinderkopf-dichtung-elring-golf-1-co-0-9l-1-1l-bis-bj-06-76-oe-ref-052103383aa;Passend bis Bj. 06/76 für: 0600494 VW DERBY (86) 0.9 29 / 40 02/1977 - 09/1981 0600464, 0600845, 0600846 0600851 VW GOLF I (17) 1.1 37 / 50 04/1974 - 07/1983 0600471, 0600569 VW POLO (86) 0.9 29 / 40 09/1975 - 09/1981 0600487 VW POLO (86) 1.1 44 / 60 03/1975 - 09/1981 0600486 VW POLO (86) 1.1 37 / 50 03/1975 - 09/1981 0600467 VW SCIROCCO (53) 1.1 37 / 50 04/1974 - 07/1979;Elring;;;;TRUE;active;SW12684;4041248069493;;;;;;;34.79;0.0;19.0;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/d4/c6/45/052103383AA.jpg;1;;;FALSE;Zylinderkopf-Dichtung, Elring, Golf 1 &Co, 0.9L & 1.1L, bis BJ 06/7...;Passend für 1,6L-1,8L Benziner: Golf (EW/HN) 1.6 01/83-02/84 Golf Cabrio 1.6-1.8 08/82-04/93 Golf/Jetta 1.6-1.8 08/83-12/92 Golf/Jetta (DX) 1.8 08/82-12/83 Scirocco 1.6-1.8 08...;;;;256.057;;;new;FALSE;;;;;;87089997
Zylinderkopf-Dichtung, Elring, Golf 1, Scirocco, Passat, 1.5l Benziner, OE Ref. 049103383L;zylinderkopf-dichtung-elring-golf-1-scirocco-passat-1-5l-benziner-oe-ref-049103383l;Passend für: VW Golf 1 (17) 1.5 FH 04.1974 - 12.1975 51 kW / 70 PS 1471 ccm 4 Benzin VW Scirocco 1 (53) 1.5 FH 02.1974 - 12.1975 51 kW / 70 PS 1471 ccm 4 Benzin VW Scirocco 1 (53) 1.5 YJ, ZB, FC 02.1974 - 08.1975 55 kW / 75 PS 1471 ccm 4 Benzin VW Scirocco 1 (53) 1.5 FD 02.1974 - 12.1977 63 kW / 86 PS 1471 ccm 4 Benzin VW Passat B1 (32) 1.3 ZA 05.1973 - 01.1978 40 kW / 55 PS 1297 ccm 4 Benzin VW Passat B1 (32) 1.3 ZF 05.1973 - 01.1978 44 kW / 60 PS 1297 ccm 4 Benzin VW Passat B1 (32) 1.5 YJ, ZB 07.1973 - 12.1975 55 kW / 75 PS 1471 ccm 4 Benzin VW Passat B1 (32) 1.5 ZC 05.1973 - 12.1975 63 kW / 86 PS 1471 ccm 4 Benzin VW Passat B1 Variant (33) 1.3 ZA 05.1973 - 01.1978 40 kW / 55 PS 1297 ccm 4 Benzin VW Passat B1 Variant (33) 1.3 ZF 10.1973 - 01.1978 44 kW / 60 PS 1297 ccm 4 Benzin VW Passat B1 Variant (33) 1.5 YJ, ZB 10.1973 - 08.1975 55 kW / 75 PS 1471 ccm 4 Benzin VW Passat B1 Variant (33) 1.5 ZC 10.1973 - 12.1975 63 kW / 86 PS 1471 ccm 4 Benzin;Elring;;;;TRUE;active;SW12685;4041248082263;;;;;;;25.79;0.0;13.0;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/9b/ca/ab/049103383L.jpg;1;;;FALSE;Zylinderkopf-Dichtung, Elring, Golf 1, Scirocco, Passat, 1.5l Benzi...;Passend für 1,6L-1,8L Benziner: Golf (EW/HN) 1.6 01/83-02/84 Golf Cabrio 1.6-1.8 08/82-04/93 Golf/Jetta 1.6-1.8 08/83-12/92 Golf/Jetta (DX) 1.8 08/82-12/83 Scirocco 1.6-1.8 08...;;;;818.828;;;new;FALSE;;;;;;87089997
Zylinderkopf-Dichtung, Golf 1, Jetta, Passat, 1.5l Diesel, OE Ref. 068103383FC;zylinderkopf-dichtung-golf-1-jetta-passat-1-5l-diesel-oe-ref-068103383fc;Passend für: 0600489, 0600528, 0600848 0600849 VW GOLF I (17) 1.5 D 37 / 50 08/1976 - 07/1980 0600519, 0600529 VW JETTA I (16) 1.5 D 37 / 50 08/1978 - 07/1980 0600490 VW PASSAT B1 (32) 1.5 D 37 / 50 08/1977 - 07/1980;Ajusa;;;;TRUE;active;SW12686;8427769167560;;;;;;;28.79;0.0;14.5;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/76/0f/fe/068103383FC.png;1;;;FALSE;Zylinderkopf-Dichtung, Golf 1, Jetta, Passat, 1.5l Diesel, OE Ref. ...;Passend für 1,6L-1,8L Benziner: Golf (EW/HN) 1.6 01/83-02/84 Golf Cabrio 1.6-1.8 08/82-04/93 Golf/Jetta 1.6-1.8 08/83-12/92 Golf/Jetta (DX) 1.8 08/82-12/83 Scirocco 1.6-1.8 08...;;;;10025020;;;new;FALSE;;;;;;87089997
Zylinderkopf-Schraubensatz, Golf 1, T3 Bus, Passat, 1.5l Diesel, OE Ref. 056103385A;zylinderkopf-schraubensatz-golf-1-t3-bus-passat-1-5l-diesel-oe-ref-056103385a;Passend für: GOLF I (17) 1.5 D 08.1976-07.1980162937501471 Schrägheck GOLF I (17) 1.6 D Fahrgestellnummer (VIN) bis: 17-B-550 000 Mehr Informationen 08.1980-07.1983163140541588 Schrägheck JETTA I (16) 1.5 D 08.1978-07.1980604937501471 Stufenheck JETTA I (16) 1.6 D Fahrgestellnummer (VIN) bis: 16-B-550 000 08.1980-02.1984164240541588 Stufenheck PASSAT B1 (32) 1.5 D 08.1977-07.1980169137501471 Schrägheck PASSAT B1 Variant (33) 1.5 D 02.1977-07.1980194237501471 Kombi PASSAT B1 Variant (33) 1.6 D Fahrgestellnummer (VIN) bis: 32-B-085 000 08.1980-07.1981817240541588 Kombi PASSAT B2 (32B) 1.6 D Fahrgestellnummer (VIN) bis: 32-B-085 000 Mehr Informationen 08.1980-03.1988170640541588 Schrägheck PASSAT B2 Variant (33B) 1.6 D Fahrgestellnummer (VIN) bis: 32-B-085 000 08.1980-03.1988193540541588 Kombi SANTANA (32B) 1.6 D Fahrgestellnummer (VIN) bis: 32-B-085 000 08.1981-12.1984172840541588 TRANSPORTER T3 Bus (25_) 1.6 D Motornr. bis: CS 000 338 01.1981-07.1987177437501588 Bus TRANSPORTER T3 Kasten (24_, 25_) 1.6 D Motornr. bis: CS 000 338 01.1981-07.1987634237501588 Kasten TRANSPORTER T3 Pritsche/Fahrgestell (24_) 1.6 D Motornr. bis: CS 000 338 01.1981-07.1987 10959 37 50 1588;Elring;;;;TRUE;active;SW12687;4041248054000;;;;;;;15.89;0.0;8.0;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/14/4b/0a/056103385A.jpg;1;;;FALSE;Zylinderkopf-Schraubensatz, Golf 1, T3 Bus, Passat, 1.5l Diesel, OE...;Passend für 1,6L-1,8L Benziner: Golf (EW/HN) 1.6 01/83-02/84 Golf Cabrio 1.6-1.8 08/82-04/93 Golf/Jetta 1.6-1.8 08/83-12/92 Golf/Jetta (DX) 1.8 08/82-12/83 Scirocco 1.6-1.8 08...;;;;819.832;;;new;FALSE;;;;;;87089997
Zylinderkopf-Dichtung, 2-Loch, Golf &Co, Passat, 1.6L Diesel TD, bis BJ 07/85, OE Ref. 068103383FM;zylinderkopf-dichtung-2-loch-golf-co-passat-1-6l-diesel-td-bis-bj-07-85-oe-ref-068103383fm;Passend für 1,6L Saug- und Turbodiesel bis Bj. 07/1985 Dicke / Stärke: 1,55 mm Durchmesser: 78,5 mm Lochanzahl: 2 Dichtungsbauart: Weichstoff-Metall-Dichtung Einbaudicke: 1,55 mm Kolbenüberstand ab: 0,82 mm Kolbenüberstand bis: 0,92 mm;Elring;;;;TRUE;active;SW12688;4041248167144;;;;;;;21.89;0.0;11.0;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/9a/a9/b9/068103383FM.jpg;1;;;FALSE;Zylinderkopf-Dichtung, 2-Loch, Golf &Co, Passat, 1.6L Diesel TD, bi...;Passend für 1,6L-1,8L Benziner: Golf (EW/HN) 1.6 01/83-02/84 Golf Cabrio 1.6-1.8 08/82-04/93 Golf/Jetta 1.6-1.8 08/83-12/92 Golf/Jetta (DX) 1.8 08/82-12/83 Scirocco 1.6-1.8 08...;;;;285.023;;;new;FALSE;;;;;;87089997
Zylinderkopf-Dichtung, 1-Loch, Golf &Co, Passat, 1.6L Diesel TD, ab BJ 08/85, OE Ref. 068103383EH;zylinderkopf-dichtung-1-loch-golf-co-passat-1-6l-diesel-td-ab-bj-08-85-oe-ref-068103383eh;Passend für 1,6L Saug- und Turbodiesel ab Bj. 08/1985 Dicke / Stärke: 1,53 mm Durchmesser: 78,5 mm Lochanzahl: 1 Dichtungsbauart: Weichstoff-Metall-Dichtung Einbaudicke: 1,53 mm Kolbenüberstand ab: 0,662 mm Kolbenüberstand bis: 0,86 mm;Elring;;;;TRUE;active;SW12690;4041248168042;;;;;;;21.89;0.0;11.0;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/82/06/ac/068103383EH.jpg;1;;;FALSE;Zylinderkopf-Dichtung, 1-Loch, Golf &Co, Passat, 1.6L Diesel TD, ab...;Passend für 1,6L-1,8L Benziner: Golf (EW/HN) 1.6 01/83-02/84 Golf Cabrio 1.6-1.8 08/82-04/93 Golf/Jetta 1.6-1.8 08/83-12/92 Golf/Jetta (DX) 1.8 08/82-12/83 Scirocco 1.6-1.8 08...;;;;891.348;;;new;FALSE;;;;;;87089997
Zylinderkopf-Dichtung, 2-Loch, Golf &Co, Passat, 1.6L Diesel TD, ab BJ 08/85, OE Ref. 068103383EJ;zylinderkopf-dichtung-2-loch-golf-co-passat-1-6l-diesel-td-ab-bj-08-85-oe-ref-068103383ej;Passend für 1,6L Saug- und Turbodiesel ab Bj. 08/1985 Dicke / Stärke: 1,57 mm Durchmesser: 78,5 mm Lochanzahl: 1 Dichtungsbauart: Weichstoff-Metall-Dichtung Einbaudicke: 1,57 mm Kolbenüberstand ab: 0,87 mm Kolbenüberstand bis: 0,92 mm;Elring;;;;TRUE;active;SW12691;4041248168042;;;;;;;21.89;0.0;11.0;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/c4/77/14/068103383EJ.jpg;1;;;FALSE;Zylinderkopf-Dichtung, 2-Loch, Golf &Co, Passat, 1.6L Diesel TD, ab...;Passend für 1,6L-1,8L Benziner: Golf (EW/HN) 1.6 01/83-02/84 Golf Cabrio 1.6-1.8 08/82-04/93 Golf/Jetta 1.6-1.8 08/83-12/92 Golf/Jetta (DX) 1.8 08/82-12/83 Scirocco 1.6-1.8 08...;;;;285.023;;;new;FALSE;;;;;;87089997
